"torus","RMNJ"
"63341","R08-M1-N13-J29"
"63350","R08-M1-N13-J22"
"63351","R08-M1-N13-J17"
"63360","R08-M1-N15-J22"
"63361","R08-M1-N15-J17"
"63370","R08-M1-N15-J26"
"63371","R08-M1-N15-J29"
"63380","R09-M1-N13-J26"
"63381","R09-M1-N13-J29"
"63390","R09-M1-N13-J22"
"63391","R09-M1-N13-J17"
"633A0","R09-M1-N15-J22"
"633A1","R09-M1-N15-J17"
"633B0","R09-M1-N15-J26"
"633B1","R09-M1-N15-J29"
"633C0","R09-M0-N13-J26"
"633C1","R09-M0-N13-J29"
"633D0","R09-M0-N13-J22"
"633D1","R09-M0-N13-J17"
"633E0","R09-M0-N15-J22"
"633E1","R09-M0-N15-J17"
"633F0","R09-M0-N15-J26"
"633F1","R09-M0-N15-J29"
"63400","R0C-M0-N12-J26"
"63401","R0C-M0-N12-J29"
"63410","R0C-M0-N12-J22"
"63411","R0C-M0-N12-J17"
"63420","R0C-M0-N14-J22"
"63421","R0C-M0-N14-J17"
"63430","R0C-M0-N14-J26"
"63431","R0C-M0-N14-J29"
"63440","R0C-M1-N12-J26"
"63441","R0C-M1-N12-J29"
"63450","R0C-M1-N12-J22"
"63451","R0C-M1-N12-J17"
"63460","R0C-M1-N14-J22"
"63461","R0C-M1-N14-J17"
"63470","R0C-M1-N14-J26"
"63471","R0C-M1-N14-J29"
"63480","R0D-M1-N12-J26"
"63481","R0D-M1-N12-J29"
"63490","R0D-M1-N12-J22"
"63491","R0D-M1-N12-J17"
"634A0","R0D-M1-N14-J22"
"634A1","R0D-M1-N14-J17"
"634B0","R0D-M1-N14-J26"
"634B1","R0D-M1-N14-J29"
"634C0","R0D-M0-N12-J26"
"634C1","R0D-M0-N12-J29"
"634D0","R0D-M0-N12-J22"
"634D1","R0D-M0-N12-J17"
"634E0","R0D-M0-N14-J22"
"634E1","R0D-M0-N14-J17"
"634F0","R0D-M0-N14-J26"
"634F1","R0D-M0-N14-J29"
"63500","R0C-M0-N12-J27"
"63501","R0C-M0-N12-J28"
"63510","R0C-M0-N12-J23"
"63511","R0C-M0-N12-J16"
"63520","R0C-M0-N14-J23"
"63521","R0C-M0-N14-J16"
"63530","R0C-M0-N14-J27"
"63531","R0C-M0-N14-J28"
"63540","R0C-M1-N12-J27"
"63541","R0C-M1-N12-J28"
"63550","R0C-M1-N12-J23"
"63551","R0C-M1-N12-J16"
"63560","R0C-M1-N14-J23"
"63561","R0C-M1-N14-J16"
"63570","R0C-M1-N14-J27"
"63571","R0C-M1-N14-J28"
"63580","R0D-M1-N12-J27"
"63581","R0D-M1-N12-J28"
"63590","R0D-M1-N12-J23"
"63591","R0D-M1-N12-J16"
"635A0","R0D-M1-N14-J23"
"635A1","R0D-M1-N14-J16"
"635B0","R0D-M1-N14-J27"
"635B1","R0D-M1-N14-J28"
"635C0","R0D-M0-N12-J27"
"635C1","R0D-M0-N12-J28"
"635D0","R0D-M0-N12-J23"
"635D1","R0D-M0-N12-J16"
"635E0","R0D-M0-N14-J23"
"635E1","R0D-M0-N14-J16"
"635F0","R0D-M0-N14-J27"
"635F1","R0D-M0-N14-J28"
"63600","R0C-M0-N13-J27"
"63601","R0C-M0-N13-J28"
"63610","R0C-M0-N13-J23"
"63611","R0C-M0-N13-J16"
"63620","R0C-M0-N15-J23"
"63621","R0C-M0-N15-J16"
"63630","R0C-M0-N15-J27"
"63631","R0C-M0-N15-J28"
"63640","R0C-M1-N13-J27"
"63641","R0C-M1-N13-J28"
"63650","R0C-M1-N13-J23"
"63651","R0C-M1-N13-J16"
"63660","R0C-M1-N15-J23"
"63661","R0C-M1-N15-J16"
"63670","R0C-M1-N15-J27"
"63671","R0C-M1-N15-J28"
"63680","R0D-M1-N13-J27"
"63681","R0D-M1-N13-J28"
"63690","R0D-M1-N13-J23"
"63691","R0D-M1-N13-J16"
"636A0","R0D-M1-N15-J23"
"636A1","R0D-M1-N15-J16"
"636B0","R0D-M1-N15-J27"
"636B1","R0D-M1-N15-J28"
"636C0","R0D-M0-N13-J27"
"636C1","R0D-M0-N13-J28"
"636D0","R0D-M0-N13-J23"
"636D1","R0D-M0-N13-J16"
"636E0","R0D-M0-N15-J23"
"636E1","R0D-M0-N15-J16"
"636F0","R0D-M0-N15-J27"
"636F1","R0D-M0-N15-J28"
"63700","R0C-M0-N13-J26"
"63701","R0C-M0-N13-J29"
"63710","R0C-M0-N13-J22"
"63711","R0C-M0-N13-J17"
"63720","R0C-M0-N15-J22"
"63721","R0C-M0-N15-J17"
"63730","R0C-M0-N15-J26"
"63731","R0C-M0-N15-J29"
"63740","R0C-M1-N13-J26"
"63741","R0C-M1-N13-J29"
"63750","R0C-M1-N13-J22"
"63751","R0C-M1-N13-J17"
"63760","R0C-M1-N15-J22"
"63761","R0C-M1-N15-J17"
"63770","R0C-M1-N15-J26"
"63771","R0C-M1-N15-J29"
"63780","R0D-M1-N13-J26"
"63781","R0D-M1-N13-J29"
"63790","R0D-M1-N13-J22"
"63791","R0D-M1-N13-J17"
"637A0","R0D-M1-N15-J22"
"637A1","R0D-M1-N15-J17"
"637B0","R0D-M1-N15-J26"
"637B1","R0D-M1-N15-J29"
"637C0","R0D-M0-N13-J26"
"637C1","R0D-M0-N13-J29"
"637D0","R0D-M0-N13-J22"
"637D1","R0D-M0-N13-J17"
"637E0","R0D-M0-N15-J22"
"637E1","R0D-M0-N15-J17"
"637F0","R0D-M0-N15-J26"
"637F1","R0D-M0-N15-J29"
"63800","R0E-M0-N12-J26"
"63801","R0E-M0-N12-J29"
"63810","R0E-M0-N12-J22"
"63811","R0E-M0-N12-J17"
"63820","R0E-M0-N14-J22"
"63821","R0E-M0-N14-J17"
"63830","R0E-M0-N14-J26"
"63831","R0E-M0-N14-J29"
"63840","R0E-M1-N12-J26"
"63841","R0E-M1-N12-J29"
"63850","R0E-M1-N12-J22"
"63851","R0E-M1-N12-J17"
"63860","R0E-M1-N14-J22"
"63861","R0E-M1-N14-J17"
"63870","R0E-M1-N14-J26"
"63871","R0E-M1-N14-J29"
"63880","R0F-M1-N12-J26"
"63881","R0F-M1-N12-J29"
"63890","R0F-M1-N12-J22"
"63891","R0F-M1-N12-J17"
"638A0","R0F-M1-N14-J22"
"638A1","R0F-M1-N14-J17"
"638B0","R0F-M1-N14-J26"
"638B1","R0F-M1-N14-J29"
"638C0","R0F-M0-N12-J26"
"638C1","R0F-M0-N12-J29"
"638D0","R0F-M0-N12-J22"
"638D1","R0F-M0-N12-J17"
"638E0","R0F-M0-N14-J22"
"638E1","R0F-M0-N14-J17"
"638F0","R0F-M0-N14-J26"
"638F1","R0F-M0-N14-J29"
"63900","R0E-M0-N12-J27"
"63901","R0E-M0-N12-J28"
"63910","R0E-M0-N12-J23"
"63911","R0E-M0-N12-J16"
"63920","R0E-M0-N14-J23"
"63921","R0E-M0-N14-J16"
"63930","R0E-M0-N14-J27"
"63931","R0E-M0-N14-J28"
"63940","R0E-M1-N12-J27"
"63941","R0E-M1-N12-J28"
"63950","R0E-M1-N12-J23"
"63951","R0E-M1-N12-J16"
"63960","R0E-M1-N14-J23"
"63961","R0E-M1-N14-J16"
"63970","R0E-M1-N14-J27"
"63971","R0E-M1-N14-J28"
"63980","R0F-M1-N12-J27"
"63981","R0F-M1-N12-J28"
"63990","R0F-M1-N12-J23"
"63991","R0F-M1-N12-J16"
"639A0","R0F-M1-N14-J23"
"639A1","R0F-M1-N14-J16"
"639B0","R0F-M1-N14-J27"
"639B1","R0F-M1-N14-J28"
"639C0","R0F-M0-N12-J27"
"639C1","R0F-M0-N12-J28"
"639D0","R0F-M0-N12-J23"
"639D1","R0F-M0-N12-J16"
"639E0","R0F-M0-N14-J23"
"639E1","R0F-M0-N14-J16"
"639F0","R0F-M0-N14-J27"
"639F1","R0F-M0-N14-J28"
"63A00","R0E-M0-N13-J27"
"63A01","R0E-M0-N13-J28"
"63A10","R0E-M0-N13-J23"
"63A11","R0E-M0-N13-J16"
"63A20","R0E-M0-N15-J23"
"63A21","R0E-M0-N15-J16"
"63A30","R0E-M0-N15-J27"
"63A31","R0E-M0-N15-J28"
"63A40","R0E-M1-N13-J27"
"63A41","R0E-M1-N13-J28"
"63A50","R0E-M1-N13-J23"
"63A51","R0E-M1-N13-J16"
"63A60","R0E-M1-N15-J23"
"63A61","R0E-M1-N15-J16"
"63A70","R0E-M1-N15-J27"
"63A71","R0E-M1-N15-J28"
"63A80","R0F-M1-N13-J27"
"63A81","R0F-M1-N13-J28"
"63A90","R0F-M1-N13-J23"
"63A91","R0F-M1-N13-J16"
"63AA0","R0F-M1-N15-J23"
"63AA1","R0F-M1-N15-J16"
"63AB0","R0F-M1-N15-J27"
"63AB1","R0F-M1-N15-J28"
"63AC0","R0F-M0-N13-J27"
"63AC1","R0F-M0-N13-J28"
"63AD0","R0F-M0-N13-J23"
"63AD1","R0F-M0-N13-J16"
"63AE0","R0F-M0-N15-J23"
"63AE1","R0F-M0-N15-J16"
"63AF0","R0F-M0-N15-J27"
"63AF1","R0F-M0-N15-J28"
"63B00","R0E-M0-N13-J26"
"63B01","R0E-M0-N13-J29"
"63B10","R0E-M0-N13-J22"
"63B11","R0E-M0-N13-J17"
"63B20","R0E-M0-N15-J22"
"63B21","R0E-M0-N15-J17"
"63B30","R0E-M0-N15-J26"
"63B31","R0E-M0-N15-J29"
"63B40","R0E-M1-N13-J26"
"63B41","R0E-M1-N13-J29"
"63B50","R0E-M1-N13-J22"
"63B51","R0E-M1-N13-J17"
"63B60","R0E-M1-N15-J22"
"63B61","R0E-M1-N15-J17"
"63B70","R0E-M1-N15-J26"
"63B71","R0E-M1-N15-J29"
"63B80","R0F-M1-N13-J26"
"63B81","R0F-M1-N13-J29"
"63B90","R0F-M1-N13-J22"
"63B91","R0F-M1-N13-J17"
"63BA0","R0F-M1-N15-J22"
"63BA1","R0F-M1-N15-J17"
"63BB0","R0F-M1-N15-J26"
"63BB1","R0F-M1-N15-J29"
"63BC0","R0F-M0-N13-J26"
"63BC1","R0F-M0-N13-J29"
"63BD0","R0F-M0-N13-J22"
"63BD1","R0F-M0-N13-J17"
"63BE0","R0F-M0-N15-J22"
"63BE1","R0F-M0-N15-J17"
"63BF0","R0F-M0-N15-J26"
"63BF1","R0F-M0-N15-J29"
"63C00","R0A-M0-N12-J26"
"63C01","R0A-M0-N12-J29"
"63C10","R0A-M0-N12-J22"
"63C11","R0A-M0-N12-J17"
"63C20","R0A-M0-N14-J22"
"63C21","R0A-M0-N14-J17"
"63C30","R0A-M0-N14-J26"
"63C31","R0A-M0-N14-J29"
"63C40","R0A-M1-N12-J26"
"63C41","R0A-M1-N12-J29"
"63C50","R0A-M1-N12-J22"
"63C51","R0A-M1-N12-J17"
"63C60","R0A-M1-N14-J22"
"63C61","R0A-M1-N14-J17"
"63C70","R0A-M1-N14-J26"
"63C71","R0A-M1-N14-J29"
"63C80","R0B-M1-N12-J26"
"63C81","R0B-M1-N12-J29"
"63C90","R0B-M1-N12-J22"
"63C91","R0B-M1-N12-J17"
"63CA0","R0B-M1-N14-J22"
"63CA1","R0B-M1-N14-J17"
"63CB0","R0B-M1-N14-J26"
"63CB1","R0B-M1-N14-J29"
"63CC0","R0B-M0-N12-J26"
"63CC1","R0B-M0-N12-J29"
"63CD0","R0B-M0-N12-J22"
"63CD1","R0B-M0-N12-J17"
"63CE0","R0B-M0-N14-J22"
"63CE1","R0B-M0-N14-J17"
"63CF0","R0B-M0-N14-J26"
"63CF1","R0B-M0-N14-J29"
"63D00","R0A-M0-N12-J27"
"63D01","R0A-M0-N12-J28"
"63D10","R0A-M0-N12-J23"
"63D11","R0A-M0-N12-J16"
"63D20","R0A-M0-N14-J23"
"63D21","R0A-M0-N14-J16"
"63D30","R0A-M0-N14-J27"
"63D31","R0A-M0-N14-J28"
"63D40","R0A-M1-N12-J27"
"63D41","R0A-M1-N12-J28"
"63D50","R0A-M1-N12-J23"
"63D51","R0A-M1-N12-J16"
"63D60","R0A-M1-N14-J23"
"63D61","R0A-M1-N14-J16"
"63D70","R0A-M1-N14-J27"
"63D71","R0A-M1-N14-J28"
"63D80","R0B-M1-N12-J27"
"63D81","R0B-M1-N12-J28"
"63D90","R0B-M1-N12-J23"
"63D91","R0B-M1-N12-J16"
"63DA0","R0B-M1-N14-J23"
"63DA1","R0B-M1-N14-J16"
"63DB0","R0B-M1-N14-J27"
"63DB1","R0B-M1-N14-J28"
"63DC0","R0B-M0-N12-J27"
"63DC1","R0B-M0-N12-J28"
"63DD0","R0B-M0-N12-J23"
"63DD1","R0B-M0-N12-J16"
"63DE0","R0B-M0-N14-J23"
"63DE1","R0B-M0-N14-J16"
"63DF0","R0B-M0-N14-J27"
"63DF1","R0B-M0-N14-J28"
"63E00","R0A-M0-N13-J27"
"63E01","R0A-M0-N13-J28"
"63E10","R0A-M0-N13-J23"
"63E11","R0A-M0-N13-J16"
"63E20","R0A-M0-N15-J23"
"63E21","R0A-M0-N15-J16"
"63E30","R0A-M0-N15-J27"
"63E31","R0A-M0-N15-J28"
"63E40","R0A-M1-N13-J27"
"63E41","R0A-M1-N13-J28"
"63E50","R0A-M1-N13-J23"
"63E51","R0A-M1-N13-J16"
"63E60","R0A-M1-N15-J23"
"63E61","R0A-M1-N15-J16"
"63E70","R0A-M1-N15-J27"
"63E71","R0A-M1-N15-J28"
"63E80","R0B-M1-N13-J27"
"63E81","R0B-M1-N13-J28"
"63E90","R0B-M1-N13-J23"
"63E91","R0B-M1-N13-J16"
"63EA0","R0B-M1-N15-J23"
"63EA1","R0B-M1-N15-J16"
"63EB0","R0B-M1-N15-J27"
"63EB1","R0B-M1-N15-J28"
"63EC0","R0B-M0-N13-J27"
"63EC1","R0B-M0-N13-J28"
"63ED0","R0B-M0-N13-J23"
"63ED1","R0B-M0-N13-J16"
"63EE0","R0B-M0-N15-J23"
"63EE1","R0B-M0-N15-J16"
"63EF0","R0B-M0-N15-J27"
"63EF1","R0B-M0-N15-J28"
"63F00","R0A-M0-N13-J26"
"63F01","R0A-M0-N13-J29"
"63F10","R0A-M0-N13-J22"
"63F11","R0A-M0-N13-J17"
"63F20","R0A-M0-N15-J22"
"63F21","R0A-M0-N15-J17"
"63F30","R0A-M0-N15-J26"
"63F31","R0A-M0-N15-J29"
"63F40","R0A-M1-N13-J26"
"63F41","R0A-M1-N13-J29"
"63F50","R0A-M1-N13-J22"
"63F51","R0A-M1-N13-J17"
"63F60","R0A-M1-N15-J22"
"63F61","R0A-M1-N15-J17"
"63F70","R0A-M1-N15-J26"
"63F71","R0A-M1-N15-J29"
"63F80","R0B-M1-N13-J26"
"63F81","R0B-M1-N13-J29"
"63F90","R0B-M1-N13-J22"
"63F91","R0B-M1-N13-J17"
"63FA0","R0B-M1-N15-J22"
"63FA1","R0B-M1-N15-J17"
"63FB0","R0B-M1-N15-J26"
"63FB1","R0B-M1-N15-J29"
"63FC0","R0B-M0-N13-J26"
"63FC1","R0B-M0-N13-J29"
"63FD0","R0B-M0-N13-J22"
"63FD1","R0B-M0-N13-J17"
"63FE0","R0B-M0-N15-J22"
"63FE1","R0B-M0-N15-J17"
"63FF0","R0B-M0-N15-J26"
"63FF1","R0B-M0-N15-J29"
"64000","R18-M0-N04-J29"
"64001","R18-M0-N04-J26"
"64010","R18-M0-N04-J17"
"64011","R18-M0-N04-J22"
"64020","R18-M0-N06-J17"
"64021","R18-M0-N06-J22"
"64030","R18-M0-N06-J29"
"64031","R18-M0-N06-J26"
"64040","R18-M1-N04-J29"
"64041","R18-M1-N04-J26"
"64050","R18-M1-N04-J17"
"64051","R18-M1-N04-J22"
"64060","R18-M1-N06-J17"
"64061","R18-M1-N06-J22"
"64070","R18-M1-N06-J29"
"64071","R18-M1-N06-J26"
"64080","R19-M1-N04-J29"
"64081","R19-M1-N04-J26"
"64090","R19-M1-N04-J17"
"64091","R19-M1-N04-J22"
"640A0","R19-M1-N06-J17"
"640A1","R19-M1-N06-J22"
"640B0","R19-M1-N06-J29"
"640B1","R19-M1-N06-J26"
"640C0","R19-M0-N04-J29"
"640C1","R19-M0-N04-J26"
"640D0","R19-M0-N04-J17"
"640D1","R19-M0-N04-J22"
"640E0","R19-M0-N06-J17"
"640E1","R19-M0-N06-J22"
"640F0","R19-M0-N06-J29"
"640F1","R19-M0-N06-J26"
"64100","R18-M0-N04-J28"
"64101","R18-M0-N04-J27"
"64110","R18-M0-N04-J16"
"64111","R18-M0-N04-J23"
"64120","R18-M0-N06-J16"
"64121","R18-M0-N06-J23"
"64130","R18-M0-N06-J28"
"64131","R18-M0-N06-J27"
"64140","R18-M1-N04-J28"
"64141","R18-M1-N04-J27"
"64150","R18-M1-N04-J16"
"64151","R18-M1-N04-J23"
"64160","R18-M1-N06-J16"
"64161","R18-M1-N06-J23"
"64170","R18-M1-N06-J28"
"64171","R18-M1-N06-J27"
"64180","R19-M1-N04-J28"
"64181","R19-M1-N04-J27"
"64190","R19-M1-N04-J16"
"64191","R19-M1-N04-J23"
"641A0","R19-M1-N06-J16"
"641A1","R19-M1-N06-J23"
"641B0","R19-M1-N06-J28"
"641B1","R19-M1-N06-J27"
"641C0","R19-M0-N04-J28"
"641C1","R19-M0-N04-J27"
"641D0","R19-M0-N04-J16"
"641D1","R19-M0-N04-J23"
"641E0","R19-M0-N06-J16"
"641E1","R19-M0-N06-J23"
"641F0","R19-M0-N06-J28"
"641F1","R19-M0-N06-J27"
"64200","R18-M0-N05-J28"
"64201","R18-M0-N05-J27"
"64210","R18-M0-N05-J16"
"64211","R18-M0-N05-J23"
"64220","R18-M0-N07-J16"
"64221","R18-M0-N07-J23"
"64230","R18-M0-N07-J28"
"64231","R18-M0-N07-J27"
"64240","R18-M1-N05-J28"
"64241","R18-M1-N05-J27"
"64250","R18-M1-N05-J16"
"64251","R18-M1-N05-J23"
"64260","R18-M1-N07-J16"
"64261","R18-M1-N07-J23"
"64270","R18-M1-N07-J28"
"64271","R18-M1-N07-J27"
"64280","R19-M1-N05-J28"
"64281","R19-M1-N05-J27"
"64290","R19-M1-N05-J16"
"64291","R19-M1-N05-J23"
"642A0","R19-M1-N07-J16"
"642A1","R19-M1-N07-J23"
"642B0","R19-M1-N07-J28"
"642B1","R19-M1-N07-J27"
"642C0","R19-M0-N05-J28"
"642C1","R19-M0-N05-J27"
"642D0","R19-M0-N05-J16"
"642D1","R19-M0-N05-J23"
"642E0","R19-M0-N07-J16"
"642E1","R19-M0-N07-J23"
"642F0","R19-M0-N07-J28"
"642F1","R19-M0-N07-J27"
"64300","R18-M0-N05-J29"
"64301","R18-M0-N05-J26"
"64310","R18-M0-N05-J17"
"64311","R18-M0-N05-J22"
"64320","R18-M0-N07-J17"
"64321","R18-M0-N07-J22"
"64330","R18-M0-N07-J29"
"64331","R18-M0-N07-J26"
"64340","R18-M1-N05-J29"
"64341","R18-M1-N05-J26"
"64350","R18-M1-N05-J17"
"64351","R18-M1-N05-J22"
"64360","R18-M1-N07-J17"
"64361","R18-M1-N07-J22"
"64370","R18-M1-N07-J29"
"64371","R18-M1-N07-J26"
"64380","R19-M1-N05-J29"
"64381","R19-M1-N05-J26"
"64390","R19-M1-N05-J17"
"64391","R19-M1-N05-J22"
"643A0","R19-M1-N07-J17"
"643A1","R19-M1-N07-J22"
"643B0","R19-M1-N07-J29"
"643B1","R19-M1-N07-J26"
"643C0","R19-M0-N05-J29"
"643C1","R19-M0-N05-J26"
"643D0","R19-M0-N05-J17"
"643D1","R19-M0-N05-J22"
"643E0","R19-M0-N07-J17"
"643E1","R19-M0-N07-J22"
"643F0","R19-M0-N07-J29"
"643F1","R19-M0-N07-J26"
"64400","R1C-M0-N04-J29"
"64401","R1C-M0-N04-J26"
"64410","R1C-M0-N04-J17"
"64411","R1C-M0-N04-J22"
"64420","R1C-M0-N06-J17"
"64421","R1C-M0-N06-J22"
"64430","R1C-M0-N06-J29"
"64431","R1C-M0-N06-J26"
"64440","R1C-M1-N04-J29"
"64441","R1C-M1-N04-J26"
"64450","R1C-M1-N04-J17"
"64451","R1C-M1-N04-J22"
"64460","R1C-M1-N06-J17"
"64461","R1C-M1-N06-J22"
"64470","R1C-M1-N06-J29"
"64471","R1C-M1-N06-J26"
"64480","R1D-M1-N04-J29"
"64481","R1D-M1-N04-J26"
"64490","R1D-M1-N04-J17"
"64491","R1D-M1-N04-J22"
"644A0","R1D-M1-N06-J17"
"644A1","R1D-M1-N06-J22"
"644B0","R1D-M1-N06-J29"
"644B1","R1D-M1-N06-J26"
"644C0","R1D-M0-N04-J29"
"644C1","R1D-M0-N04-J26"
"644D0","R1D-M0-N04-J17"
"644D1","R1D-M0-N04-J22"
"644E0","R1D-M0-N06-J17"
"644E1","R1D-M0-N06-J22"
"644F0","R1D-M0-N06-J29"
"644F1","R1D-M0-N06-J26"
"64500","R1C-M0-N04-J28"
"64501","R1C-M0-N04-J27"
"64510","R1C-M0-N04-J16"
"64511","R1C-M0-N04-J23"
"64520","R1C-M0-N06-J16"
"64521","R1C-M0-N06-J23"
"64530","R1C-M0-N06-J28"
"64531","R1C-M0-N06-J27"
"64540","R1C-M1-N04-J28"
"64541","R1C-M1-N04-J27"
"64550","R1C-M1-N04-J16"
"64551","R1C-M1-N04-J23"
"64560","R1C-M1-N06-J16"
"64561","R1C-M1-N06-J23"
"64570","R1C-M1-N06-J28"
"64571","R1C-M1-N06-J27"
"64580","R1D-M1-N04-J28"
"64581","R1D-M1-N04-J27"
"64590","R1D-M1-N04-J16"
"64591","R1D-M1-N04-J23"
"645A0","R1D-M1-N06-J16"
"645A1","R1D-M1-N06-J23"
"645B0","R1D-M1-N06-J28"
"645B1","R1D-M1-N06-J27"
"645C0","R1D-M0-N04-J28"
"645C1","R1D-M0-N04-J27"
"645D0","R1D-M0-N04-J16"
"645D1","R1D-M0-N04-J23"
"645E0","R1D-M0-N06-J16"
"645E1","R1D-M0-N06-J23"
"645F0","R1D-M0-N06-J28"
"645F1","R1D-M0-N06-J27"
"64600","R1C-M0-N05-J28"
"64601","R1C-M0-N05-J27"
"64610","R1C-M0-N05-J16"
"64611","R1C-M0-N05-J23"
"64620","R1C-M0-N07-J16"
"64621","R1C-M0-N07-J23"
"64630","R1C-M0-N07-J28"
"64631","R1C-M0-N07-J27"
"64640","R1C-M1-N05-J28"
"64641","R1C-M1-N05-J27"
"64650","R1C-M1-N05-J16"
"64651","R1C-M1-N05-J23"
"64660","R1C-M1-N07-J16"
"64661","R1C-M1-N07-J23"
"64670","R1C-M1-N07-J28"
"64671","R1C-M1-N07-J27"
"64680","R1D-M1-N05-J28"
"64681","R1D-M1-N05-J27"
"64690","R1D-M1-N05-J16"
"64691","R1D-M1-N05-J23"
"646A0","R1D-M1-N07-J16"
"646A1","R1D-M1-N07-J23"
"646B0","R1D-M1-N07-J28"
"646B1","R1D-M1-N07-J27"
"646C0","R1D-M0-N05-J28"
"646C1","R1D-M0-N05-J27"
"646D0","R1D-M0-N05-J16"
"646D1","R1D-M0-N05-J23"
"646E0","R1D-M0-N07-J16"
"646E1","R1D-M0-N07-J23"
"646F0","R1D-M0-N07-J28"
"646F1","R1D-M0-N07-J27"
"64700","R1C-M0-N05-J29"
"64701","R1C-M0-N05-J26"
"64710","R1C-M0-N05-J17"
"64711","R1C-M0-N05-J22"
"64720","R1C-M0-N07-J17"
"64721","R1C-M0-N07-J22"
"64730","R1C-M0-N07-J29"
"64731","R1C-M0-N07-J26"
"64740","R1C-M1-N05-J29"
"64741","R1C-M1-N05-J26"
"64750","R1C-M1-N05-J17"
"64751","R1C-M1-N05-J22"
"64760","R1C-M1-N07-J17"
"64761","R1C-M1-N07-J22"
"64770","R1C-M1-N07-J29"
"64771","R1C-M1-N07-J26"
"64780","R1D-M1-N05-J29"
"64781","R1D-M1-N05-J26"
"64790","R1D-M1-N05-J17"
"64791","R1D-M1-N05-J22"
"647A0","R1D-M1-N07-J17"
"647A1","R1D-M1-N07-J22"
"647B0","R1D-M1-N07-J29"
"647B1","R1D-M1-N07-J26"
"647C0","R1D-M0-N05-J29"
"647C1","R1D-M0-N05-J26"
"647D0","R1D-M0-N05-J17"
"647D1","R1D-M0-N05-J22"
"647E0","R1D-M0-N07-J17"
"647E1","R1D-M0-N07-J22"
"647F0","R1D-M0-N07-J29"
"647F1","R1D-M0-N07-J26"
"64800","R1E-M0-N04-J29"
"64801","R1E-M0-N04-J26"
"64810","R1E-M0-N04-J17"
"64811","R1E-M0-N04-J22"
"64820","R1E-M0-N06-J17"
"64821","R1E-M0-N06-J22"
"64830","R1E-M0-N06-J29"
"64831","R1E-M0-N06-J26"
"64840","R1E-M1-N04-J29"
"64841","R1E-M1-N04-J26"
"64850","R1E-M1-N04-J17"
"64851","R1E-M1-N04-J22"
"64860","R1E-M1-N06-J17"
"64861","R1E-M1-N06-J22"
"64870","R1E-M1-N06-J29"
"64871","R1E-M1-N06-J26"
"64880","R1F-M1-N04-J29"
"64881","R1F-M1-N04-J26"
"64890","R1F-M1-N04-J17"
"64891","R1F-M1-N04-J22"
"648A0","R1F-M1-N06-J17"
"648A1","R1F-M1-N06-J22"
"648B0","R1F-M1-N06-J29"
"648B1","R1F-M1-N06-J26"
"648C0","R1F-M0-N04-J29"
"648C1","R1F-M0-N04-J26"
"648D0","R1F-M0-N04-J17"
"648D1","R1F-M0-N04-J22"
"648E0","R1F-M0-N06-J17"
"648E1","R1F-M0-N06-J22"
"648F0","R1F-M0-N06-J29"
"648F1","R1F-M0-N06-J26"
"64900","R1E-M0-N04-J28"
"64901","R1E-M0-N04-J27"
"64910","R1E-M0-N04-J16"
"64911","R1E-M0-N04-J23"
"64920","R1E-M0-N06-J16"
"64921","R1E-M0-N06-J23"
"64930","R1E-M0-N06-J28"
"64931","R1E-M0-N06-J27"
"64940","R1E-M1-N04-J28"
"64941","R1E-M1-N04-J27"
"64950","R1E-M1-N04-J16"
"64951","R1E-M1-N04-J23"
"64960","R1E-M1-N06-J16"
"64961","R1E-M1-N06-J23"
"64970","R1E-M1-N06-J28"
"64971","R1E-M1-N06-J27"
"64980","R1F-M1-N04-J28"
"64981","R1F-M1-N04-J27"
"64990","R1F-M1-N04-J16"
"64991","R1F-M1-N04-J23"
"649A0","R1F-M1-N06-J16"
"649A1","R1F-M1-N06-J23"
"649B0","R1F-M1-N06-J28"
"649B1","R1F-M1-N06-J27"
"649C0","R1F-M0-N04-J28"
"649C1","R1F-M0-N04-J27"
"649D0","R1F-M0-N04-J16"
"649D1","R1F-M0-N04-J23"
"649E0","R1F-M0-N06-J16"
"649E1","R1F-M0-N06-J23"
"649F0","R1F-M0-N06-J28"
"649F1","R1F-M0-N06-J27"
"64A00","R1E-M0-N05-J28"
"64A01","R1E-M0-N05-J27"
"64A10","R1E-M0-N05-J16"
"64A11","R1E-M0-N05-J23"
"64A20","R1E-M0-N07-J16"
"64A21","R1E-M0-N07-J23"
"64A30","R1E-M0-N07-J28"
"64A31","R1E-M0-N07-J27"
"64A40","R1E-M1-N05-J28"
"64A41","R1E-M1-N05-J27"
"64A50","R1E-M1-N05-J16"
"64A51","R1E-M1-N05-J23"
"64A60","R1E-M1-N07-J16"
"64A61","R1E-M1-N07-J23"
"64A70","R1E-M1-N07-J28"
"64A71","R1E-M1-N07-J27"
"64A80","R1F-M1-N05-J28"
"64A81","R1F-M1-N05-J27"
"64A90","R1F-M1-N05-J16"
"64A91","R1F-M1-N05-J23"
"64AA0","R1F-M1-N07-J16"
"64AA1","R1F-M1-N07-J23"
"64AB0","R1F-M1-N07-J28"
"64AB1","R1F-M1-N07-J27"
"64AC0","R1F-M0-N05-J28"
"64AC1","R1F-M0-N05-J27"
"64AD0","R1F-M0-N05-J16"
"64AD1","R1F-M0-N05-J23"
"64AE0","R1F-M0-N07-J16"
"64AE1","R1F-M0-N07-J23"
