"torus","RMNJ"
"14F51","R12-M1-N01-J22"
"14F60","R12-M1-N03-J17"
"14F61","R12-M1-N03-J22"
"14F70","R12-M1-N03-J29"
"14F71","R12-M1-N03-J26"
"14F80","R13-M1-N01-J29"
"14F81","R13-M1-N01-J26"
"14F90","R13-M1-N01-J17"
"14F91","R13-M1-N01-J22"
"14FA0","R13-M1-N03-J17"
"14FA1","R13-M1-N03-J22"
"14FB0","R13-M1-N03-J29"
"14FB1","R13-M1-N03-J26"
"14FC0","R13-M0-N01-J29"
"14FC1","R13-M0-N01-J26"
"14FD0","R13-M0-N01-J17"
"14FD1","R13-M0-N01-J22"
"14FE0","R13-M0-N03-J17"
"14FE1","R13-M0-N03-J22"
"14FF0","R13-M0-N03-J29"
"14FF1","R13-M0-N03-J26"
"15000","R10-M0-N00-J30"
"15001","R10-M0-N00-J25"
"15010","R10-M0-N00-J18"
"15011","R10-M0-N00-J21"
"15020","R10-M0-N02-J18"
"15021","R10-M0-N02-J21"
"15030","R10-M0-N02-J30"
"15031","R10-M0-N02-J25"
"15040","R10-M1-N00-J30"
"15041","R10-M1-N00-J25"
"15050","R10-M1-N00-J18"
"15051","R10-M1-N00-J21"
"15060","R10-M1-N02-J18"
"15061","R10-M1-N02-J21"
"15070","R10-M1-N02-J30"
"15071","R10-M1-N02-J25"
"15080","R11-M1-N00-J30"
"15081","R11-M1-N00-J25"
"15090","R11-M1-N00-J18"
"15091","R11-M1-N00-J21"
"150A0","R11-M1-N02-J18"
"150A1","R11-M1-N02-J21"
"150B0","R11-M1-N02-J30"
"150B1","R11-M1-N02-J25"
"150C0","R11-M0-N00-J30"
"150C1","R11-M0-N00-J25"
"150D0","R11-M0-N00-J18"
"150D1","R11-M0-N00-J21"
"150E0","R11-M0-N02-J18"
"150E1","R11-M0-N02-J21"
"150F0","R11-M0-N02-J30"
"150F1","R11-M0-N02-J25"
"15100","R10-M0-N00-J31"
"15101","R10-M0-N00-J24"
"15110","R10-M0-N00-J19"
"15111","R10-M0-N00-J20"
"15120","R10-M0-N02-J19"
"15121","R10-M0-N02-J20"
"15130","R10-M0-N02-J31"
"15131","R10-M0-N02-J24"
"15140","R10-M1-N00-J31"
"15141","R10-M1-N00-J24"
"15150","R10-M1-N00-J19"
"15151","R10-M1-N00-J20"
"15160","R10-M1-N02-J19"
"15161","R10-M1-N02-J20"
"15170","R10-M1-N02-J31"
"15171","R10-M1-N02-J24"
"15180","R11-M1-N00-J31"
"15181","R11-M1-N00-J24"
"15190","R11-M1-N00-J19"
"15191","R11-M1-N00-J20"
"151A0","R11-M1-N02-J19"
"151A1","R11-M1-N02-J20"
"151B0","R11-M1-N02-J31"
"151B1","R11-M1-N02-J24"
"151C0","R11-M0-N00-J31"
"151C1","R11-M0-N00-J24"
"151D0","R11-M0-N00-J19"
"151D1","R11-M0-N00-J20"
"151E0","R11-M0-N02-J19"
"151E1","R11-M0-N02-J20"
"151F0","R11-M0-N02-J31"
"151F1","R11-M0-N02-J24"
"15200","R10-M0-N01-J31"
"15201","R10-M0-N01-J24"
"15210","R10-M0-N01-J19"
"15211","R10-M0-N01-J20"
"15220","R10-M0-N03-J19"
"15221","R10-M0-N03-J20"
"15230","R10-M0-N03-J31"
"15231","R10-M0-N03-J24"
"15240","R10-M1-N01-J31"
"15241","R10-M1-N01-J24"
"15250","R10-M1-N01-J19"
"15251","R10-M1-N01-J20"
"15260","R10-M1-N03-J19"
"15261","R10-M1-N03-J20"
"15270","R10-M1-N03-J31"
"15271","R10-M1-N03-J24"
"15280","R11-M1-N01-J31"
"15281","R11-M1-N01-J24"
"15290","R11-M1-N01-J19"
"15291","R11-M1-N01-J20"
"152A0","R11-M1-N03-J19"
"152A1","R11-M1-N03-J20"
"152B0","R11-M1-N03-J31"
"152B1","R11-M1-N03-J24"
"152C0","R11-M0-N01-J31"
"152C1","R11-M0-N01-J24"
"152D0","R11-M0-N01-J19"
"152D1","R11-M0-N01-J20"
"152E0","R11-M0-N03-J19"
"152E1","R11-M0-N03-J20"
"152F0","R11-M0-N03-J31"
"152F1","R11-M0-N03-J24"
"15300","R10-M0-N01-J30"
"15301","R10-M0-N01-J25"
"15310","R10-M0-N01-J18"
"15311","R10-M0-N01-J21"
"15320","R10-M0-N03-J18"
"15321","R10-M0-N03-J21"
"15330","R10-M0-N03-J30"
"15331","R10-M0-N03-J25"
"15340","R10-M1-N01-J30"
"15341","R10-M1-N01-J25"
"15350","R10-M1-N01-J18"
"15351","R10-M1-N01-J21"
"15360","R10-M1-N03-J18"
"15361","R10-M1-N03-J21"
"15370","R10-M1-N03-J30"
"15371","R10-M1-N03-J25"
"15380","R11-M1-N01-J30"
"15381","R11-M1-N01-J25"
"15390","R11-M1-N01-J18"
"15391","R11-M1-N01-J21"
"153A0","R11-M1-N03-J18"
"153A1","R11-M1-N03-J21"
"153B0","R11-M1-N03-J30"
"153B1","R11-M1-N03-J25"
"153C0","R11-M0-N01-J30"
"153C1","R11-M0-N01-J25"
"153D0","R11-M0-N01-J18"
"153D1","R11-M0-N01-J21"
"153E0","R11-M0-N03-J18"
"153E1","R11-M0-N03-J21"
"153F0","R11-M0-N03-J30"
"153F1","R11-M0-N03-J25"
"15400","R14-M0-N00-J30"
"15401","R14-M0-N00-J25"
"15410","R14-M0-N00-J18"
"15411","R14-M0-N00-J21"
"15420","R14-M0-N02-J18"
"15421","R14-M0-N02-J21"
"15430","R14-M0-N02-J30"
"15431","R14-M0-N02-J25"
"15440","R14-M1-N00-J30"
"15441","R14-M1-N00-J25"
"15450","R14-M1-N00-J18"
"15451","R14-M1-N00-J21"
"15460","R14-M1-N02-J18"
"15461","R14-M1-N02-J21"
"15470","R14-M1-N02-J30"
"15471","R14-M1-N02-J25"
"15480","R15-M1-N00-J30"
"15481","R15-M1-N00-J25"
"15490","R15-M1-N00-J18"
"15491","R15-M1-N00-J21"
"154A0","R15-M1-N02-J18"
"154A1","R15-M1-N02-J21"
"154B0","R15-M1-N02-J30"
"154B1","R15-M1-N02-J25"
"154C0","R15-M0-N00-J30"
"154C1","R15-M0-N00-J25"
"154D0","R15-M0-N00-J18"
"154D1","R15-M0-N00-J21"
"154E0","R15-M0-N02-J18"
"154E1","R15-M0-N02-J21"
"154F0","R15-M0-N02-J30"
"154F1","R15-M0-N02-J25"
"15500","R14-M0-N00-J31"
"15501","R14-M0-N00-J24"
"15510","R14-M0-N00-J19"
"15511","R14-M0-N00-J20"
"15520","R14-M0-N02-J19"
"15521","R14-M0-N02-J20"
"15530","R14-M0-N02-J31"
"15531","R14-M0-N02-J24"
"15540","R14-M1-N00-J31"
"15541","R14-M1-N00-J24"
"15550","R14-M1-N00-J19"
"15551","R14-M1-N00-J20"
"15560","R14-M1-N02-J19"
"15561","R14-M1-N02-J20"
"15570","R14-M1-N02-J31"
"15571","R14-M1-N02-J24"
"15580","R15-M1-N00-J31"
"15581","R15-M1-N00-J24"
"15590","R15-M1-N00-J19"
"15591","R15-M1-N00-J20"
"155A0","R15-M1-N02-J19"
"155A1","R15-M1-N02-J20"
"155B0","R15-M1-N02-J31"
"155B1","R15-M1-N02-J24"
"155C0","R15-M0-N00-J31"
"155C1","R15-M0-N00-J24"
"155D0","R15-M0-N00-J19"
"155D1","R15-M0-N00-J20"
"155E0","R15-M0-N02-J19"
"155E1","R15-M0-N02-J20"
"155F0","R15-M0-N02-J31"
"155F1","R15-M0-N02-J24"
"15600","R14-M0-N01-J31"
"15601","R14-M0-N01-J24"
"15610","R14-M0-N01-J19"
"15611","R14-M0-N01-J20"
"15620","R14-M0-N03-J19"
"15621","R14-M0-N03-J20"
"15630","R14-M0-N03-J31"
"15631","R14-M0-N03-J24"
"15640","R14-M1-N01-J31"
"15641","R14-M1-N01-J24"
"15650","R14-M1-N01-J19"
"15651","R14-M1-N01-J20"
"15660","R14-M1-N03-J19"
"15661","R14-M1-N03-J20"
"15670","R14-M1-N03-J31"
"15671","R14-M1-N03-J24"
"15680","R15-M1-N01-J31"
"15681","R15-M1-N01-J24"
"15690","R15-M1-N01-J19"
"15691","R15-M1-N01-J20"
"156A0","R15-M1-N03-J19"
"156A1","R15-M1-N03-J20"
"156B0","R15-M1-N03-J31"
"156B1","R15-M1-N03-J24"
"156C0","R15-M0-N01-J31"
"156C1","R15-M0-N01-J24"
"156D0","R15-M0-N01-J19"
"156D1","R15-M0-N01-J20"
"156E0","R15-M0-N03-J19"
"156E1","R15-M0-N03-J20"
"156F0","R15-M0-N03-J31"
"156F1","R15-M0-N03-J24"
"15700","R14-M0-N01-J30"
"15701","R14-M0-N01-J25"
"15710","R14-M0-N01-J18"
"15711","R14-M0-N01-J21"
"15720","R14-M0-N03-J18"
"15721","R14-M0-N03-J21"
"15730","R14-M0-N03-J30"
"15731","R14-M0-N03-J25"
"15740","R14-M1-N01-J30"
"15741","R14-M1-N01-J25"
"15750","R14-M1-N01-J18"
"15751","R14-M1-N01-J21"
"15760","R14-M1-N03-J18"
"15761","R14-M1-N03-J21"
"15770","R14-M1-N03-J30"
"15771","R14-M1-N03-J25"
"15780","R15-M1-N01-J30"
"15781","R15-M1-N01-J25"
"15790","R15-M1-N01-J18"
"15791","R15-M1-N01-J21"
"157A0","R15-M1-N03-J18"
"157A1","R15-M1-N03-J21"
"157B0","R15-M1-N03-J30"
"157B1","R15-M1-N03-J25"
"157C0","R15-M0-N01-J30"
"157C1","R15-M0-N01-J25"
"157D0","R15-M0-N01-J18"
"157D1","R15-M0-N01-J21"
"157E0","R15-M0-N03-J18"
"157E1","R15-M0-N03-J21"
"157F0","R15-M0-N03-J30"
"157F1","R15-M0-N03-J25"
"15800","R16-M0-N00-J30"
"15801","R16-M0-N00-J25"
"15810","R16-M0-N00-J18"
"15811","R16-M0-N00-J21"
"15820","R16-M0-N02-J18"
"15821","R16-M0-N02-J21"
"15830","R16-M0-N02-J30"
"15831","R16-M0-N02-J25"
"15840","R16-M1-N00-J30"
"15841","R16-M1-N00-J25"
"15850","R16-M1-N00-J18"
"15851","R16-M1-N00-J21"
"15860","R16-M1-N02-J18"
"15861","R16-M1-N02-J21"
"15870","R16-M1-N02-J30"
"15871","R16-M1-N02-J25"
"15880","R17-M1-N00-J30"
"15881","R17-M1-N00-J25"
"15890","R17-M1-N00-J18"
"15891","R17-M1-N00-J21"
"158A0","R17-M1-N02-J18"
"158A1","R17-M1-N02-J21"
"158B0","R17-M1-N02-J30"
"158B1","R17-M1-N02-J25"
"158C0","R17-M0-N00-J30"
"158C1","R17-M0-N00-J25"
"158D0","R17-M0-N00-J18"
"158D1","R17-M0-N00-J21"
"158E0","R17-M0-N02-J18"
"158E1","R17-M0-N02-J21"
"158F0","R17-M0-N02-J30"
"158F1","R17-M0-N02-J25"
"15900","R16-M0-N00-J31"
"15901","R16-M0-N00-J24"
"15910","R16-M0-N00-J19"
"15911","R16-M0-N00-J20"
"15920","R16-M0-N02-J19"
"15921","R16-M0-N02-J20"
"15930","R16-M0-N02-J31"
"15931","R16-M0-N02-J24"
"15940","R16-M1-N00-J31"
"15941","R16-M1-N00-J24"
"15950","R16-M1-N00-J19"
"15951","R16-M1-N00-J20"
"15960","R16-M1-N02-J19"
"15961","R16-M1-N02-J20"
"15970","R16-M1-N02-J31"
"15971","R16-M1-N02-J24"
"15980","R17-M1-N00-J31"
"15981","R17-M1-N00-J24"
"15990","R17-M1-N00-J19"
"15991","R17-M1-N00-J20"
"159A0","R17-M1-N02-J19"
"159A1","R17-M1-N02-J20"
"159B0","R17-M1-N02-J31"
"159B1","R17-M1-N02-J24"
"159C0","R17-M0-N00-J31"
"159C1","R17-M0-N00-J24"
"159D0","R17-M0-N00-J19"
"159D1","R17-M0-N00-J20"
"159E0","R17-M0-N02-J19"
"159E1","R17-M0-N02-J20"
"159F0","R17-M0-N02-J31"
"159F1","R17-M0-N02-J24"
"15A00","R16-M0-N01-J31"
"15A01","R16-M0-N01-J24"
"15A10","R16-M0-N01-J19"
"15A11","R16-M0-N01-J20"
"15A20","R16-M0-N03-J19"
"15A21","R16-M0-N03-J20"
"15A30","R16-M0-N03-J31"
"15A31","R16-M0-N03-J24"
"15A40","R16-M1-N01-J31"
"15A41","R16-M1-N01-J24"
"15A50","R16-M1-N01-J19"
"15A51","R16-M1-N01-J20"
"15A60","R16-M1-N03-J19"
"15A61","R16-M1-N03-J20"
"15A70","R16-M1-N03-J31"
"15A71","R16-M1-N03-J24"
"15A80","R17-M1-N01-J31"
"15A81","R17-M1-N01-J24"
"15A90","R17-M1-N01-J19"
"15A91","R17-M1-N01-J20"
"15AA0","R17-M1-N03-J19"
"15AA1","R17-M1-N03-J20"
"15AB0","R17-M1-N03-J31"
"15AB1","R17-M1-N03-J24"
"15AC0","R17-M0-N01-J31"
"15AC1","R17-M0-N01-J24"
"15AD0","R17-M0-N01-J19"
"15AD1","R17-M0-N01-J20"
"15AE0","R17-M0-N03-J19"
"15AE1","R17-M0-N03-J20"
"15AF0","R17-M0-N03-J31"
"15AF1","R17-M0-N03-J24"
"15B00","R16-M0-N01-J30"
"15B01","R16-M0-N01-J25"
"15B10","R16-M0-N01-J18"
"15B11","R16-M0-N01-J21"
"15B20","R16-M0-N03-J18"
"15B21","R16-M0-N03-J21"
"15B30","R16-M0-N03-J30"
"15B31","R16-M0-N03-J25"
"15B40","R16-M1-N01-J30"
"15B41","R16-M1-N01-J25"
"15B50","R16-M1-N01-J18"
"15B51","R16-M1-N01-J21"
"15B60","R16-M1-N03-J18"
"15B61","R16-M1-N03-J21"
"15B70","R16-M1-N03-J30"
"15B71","R16-M1-N03-J25"
"15B80","R17-M1-N01-J30"
"15B81","R17-M1-N01-J25"
"15B90","R17-M1-N01-J18"
"15B91","R17-M1-N01-J21"
"15BA0","R17-M1-N03-J18"
"15BA1","R17-M1-N03-J21"
"15BB0","R17-M1-N03-J30"
"15BB1","R17-M1-N03-J25"
"15BC0","R17-M0-N01-J30"
"15BC1","R17-M0-N01-J25"
"15BD0","R17-M0-N01-J18"
"15BD1","R17-M0-N01-J21"
"15BE0","R17-M0-N03-J18"
"15BE1","R17-M0-N03-J21"
"15BF0","R17-M0-N03-J30"
"15BF1","R17-M0-N03-J25"
"15C00","R12-M0-N00-J30"
"15C01","R12-M0-N00-J25"
"15C10","R12-M0-N00-J18"
"15C11","R12-M0-N00-J21"
"15C20","R12-M0-N02-J18"
"15C21","R12-M0-N02-J21"
"15C30","R12-M0-N02-J30"
"15C31","R12-M0-N02-J25"
"15C40","R12-M1-N00-J30"
"15C41","R12-M1-N00-J25"
"15C50","R12-M1-N00-J18"
"15C51","R12-M1-N00-J21"
"15C60","R12-M1-N02-J18"
"15C61","R12-M1-N02-J21"
"15C70","R12-M1-N02-J30"
"15C71","R12-M1-N02-J25"
"15C80","R13-M1-N00-J30"
"15C81","R13-M1-N00-J25"
"15C90","R13-M1-N00-J18"
"15C91","R13-M1-N00-J21"
"15CA0","R13-M1-N02-J18"
"15CA1","R13-M1-N02-J21"
"15CB0","R13-M1-N02-J30"
"15CB1","R13-M1-N02-J25"
"15CC0","R13-M0-N00-J30"
"15CC1","R13-M0-N00-J25"
"15CD0","R13-M0-N00-J18"
"15CD1","R13-M0-N00-J21"
"15CE0","R13-M0-N02-J18"
"15CE1","R13-M0-N02-J21"
"15CF0","R13-M0-N02-J30"
"15CF1","R13-M0-N02-J25"
"15D00","R12-M0-N00-J31"
"15D01","R12-M0-N00-J24"
"15D10","R12-M0-N00-J19"
"15D11","R12-M0-N00-J20"
"15D20","R12-M0-N02-J19"
"15D21","R12-M0-N02-J20"
"15D30","R12-M0-N02-J31"
"15D31","R12-M0-N02-J24"
"15D40","R12-M1-N00-J31"
"15D41","R12-M1-N00-J24"
"15D50","R12-M1-N00-J19"
"15D51","R12-M1-N00-J20"
"15D60","R12-M1-N02-J19"
"15D61","R12-M1-N02-J20"
"15D70","R12-M1-N02-J31"
"15D71","R12-M1-N02-J24"
"15D80","R13-M1-N00-J31"
"15D81","R13-M1-N00-J24"
"15D90","R13-M1-N00-J19"
"15D91","R13-M1-N00-J20"
"15DA0","R13-M1-N02-J19"
"15DA1","R13-M1-N02-J20"
"15DB0","R13-M1-N02-J31"
"15DB1","R13-M1-N02-J24"
"15DC0","R13-M0-N00-J31"
"15DC1","R13-M0-N00-J24"
"15DD0","R13-M0-N00-J19"
"15DD1","R13-M0-N00-J20"
"15DE0","R13-M0-N02-J19"
"15DE1","R13-M0-N02-J20"
"15DF0","R13-M0-N02-J31"
"15DF1","R13-M0-N02-J24"
"15E00","R12-M0-N01-J31"
"15E01","R12-M0-N01-J24"
"15E10","R12-M0-N01-J19"
"15E11","R12-M0-N01-J20"
"15E20","R12-M0-N03-J19"
"15E21","R12-M0-N03-J20"
"15E30","R12-M0-N03-J31"
"15E31","R12-M0-N03-J24"
"15E40","R12-M1-N01-J31"
"15E41","R12-M1-N01-J24"
"15E50","R12-M1-N01-J19"
"15E51","R12-M1-N01-J20"
"15E60","R12-M1-N03-J19"
"15E61","R12-M1-N03-J20"
"15E70","R12-M1-N03-J31"
"15E71","R12-M1-N03-J24"
"15E80","R13-M1-N01-J31"
"15E81","R13-M1-N01-J24"
"15E90","R13-M1-N01-J19"
"15E91","R13-M1-N01-J20"
"15EA0","R13-M1-N03-J19"
"15EA1","R13-M1-N03-J20"
"15EB0","R13-M1-N03-J31"
"15EB1","R13-M1-N03-J24"
"15EC0","R13-M0-N01-J31"
"15EC1","R13-M0-N01-J24"
"15ED0","R13-M0-N01-J19"
"15ED1","R13-M0-N01-J20"
"15EE0","R13-M0-N03-J19"
"15EE1","R13-M0-N03-J20"
"15EF0","R13-M0-N03-J31"
"15EF1","R13-M0-N03-J24"
"15F00","R12-M0-N01-J30"
"15F01","R12-M0-N01-J25"
"15F10","R12-M0-N01-J18"
"15F11","R12-M0-N01-J21"
"15F20","R12-M0-N03-J18"
"15F21","R12-M0-N03-J21"
"15F30","R12-M0-N03-J30"
"15F31","R12-M0-N03-J25"
"15F40","R12-M1-N01-J30"
"15F41","R12-M1-N01-J25"
"15F50","R12-M1-N01-J18"
"15F51","R12-M1-N01-J21"
"15F60","R12-M1-N03-J18"
"15F61","R12-M1-N03-J21"
"15F70","R12-M1-N03-J30"
"15F71","R12-M1-N03-J25"
"15F80","R13-M1-N01-J30"
"15F81","R13-M1-N01-J25"
"15F90","R13-M1-N01-J18"
"15F91","R13-M1-N01-J21"
"15FA0","R13-M1-N03-J18"
"15FA1","R13-M1-N03-J21"
"15FB0","R13-M1-N03-J30"
"15FB1","R13-M1-N03-J25"
"15FC0","R13-M0-N01-J30"
"15FC1","R13-M0-N01-J25"
"15FD0","R13-M0-N01-J18"
"15FD1","R13-M0-N01-J21"
"15FE0","R13-M0-N03-J18"
"15FE1","R13-M0-N03-J21"
"15FF0","R13-M0-N03-J30"
"15FF1","R13-M0-N03-J25"
"16000","R10-M0-N08-J25"
"16001","R10-M0-N08-J30"
"16010","R10-M0-N08-J21"
"16011","R10-M0-N08-J18"
"16020","R10-M0-N10-J21"
"16021","R10-M0-N10-J18"
"16030","R10-M0-N10-J25"
"16031","R10-M0-N10-J30"
"16040","R10-M1-N08-J25"
"16041","R10-M1-N08-J30"
"16050","R10-M1-N08-J21"
"16051","R10-M1-N08-J18"
"16060","R10-M1-N10-J21"
"16061","R10-M1-N10-J18"
"16070","R10-M1-N10-J25"
"16071","R10-M1-N10-J30"
"16080","R11-M1-N08-J25"
"16081","R11-M1-N08-J30"
"16090","R11-M1-N08-J21"
"16091","R11-M1-N08-J18"
"160A0","R11-M1-N10-J21"
"160A1","R11-M1-N10-J18"
"160B0","R11-M1-N10-J25"
"160B1","R11-M1-N10-J30"
"160C0","R11-M0-N08-J25"
"160C1","R11-M0-N08-J30"
"160D0","R11-M0-N08-J21"
"160D1","R11-M0-N08-J18"
"160E0","R11-M0-N10-J21"
"160E1","R11-M0-N10-J18"
"160F0","R11-M0-N10-J25"
"160F1","R11-M0-N10-J30"
"16100","R10-M0-N08-J24"
"16101","R10-M0-N08-J31"
"16110","R10-M0-N08-J20"
"16111","R10-M0-N08-J19"
"16120","R10-M0-N10-J20"
"16121","R10-M0-N10-J19"
"16130","R10-M0-N10-J24"
"16131","R10-M0-N10-J31"
"16140","R10-M1-N08-J24"
"16141","R10-M1-N08-J31"
"16150","R10-M1-N08-J20"
"16151","R10-M1-N08-J19"
"16160","R10-M1-N10-J20"
"16161","R10-M1-N10-J19"
"16170","R10-M1-N10-J24"
"16171","R10-M1-N10-J31"
"16180","R11-M1-N08-J24"
"16181","R11-M1-N08-J31"
"16190","R11-M1-N08-J20"
"16191","R11-M1-N08-J19"
"161A0","R11-M1-N10-J20"
"161A1","R11-M1-N10-J19"
"161B0","R11-M1-N10-J24"
"161B1","R11-M1-N10-J31"
"161C0","R11-M0-N08-J24"
"161C1","R11-M0-N08-J31"
"161D0","R11-M0-N08-J20"
"161D1","R11-M0-N08-J19"
"161E0","R11-M0-N10-J20"
"161E1","R11-M0-N10-J19"
"161F0","R11-M0-N10-J24"
"161F1","R11-M0-N10-J31"
"16200","R10-M0-N09-J24"
"16201","R10-M0-N09-J31"
"16210","R10-M0-N09-J20"
"16211","R10-M0-N09-J19"
"16220","R10-M0-N11-J20"
"16221","R10-M0-N11-J19"
"16230","R10-M0-N11-J24"
"16231","R10-M0-N11-J31"
"16240","R10-M1-N09-J24"
"16241","R10-M1-N09-J31"
"16250","R10-M1-N09-J20"
"16251","R10-M1-N09-J19"
"16260","R10-M1-N11-J20"
"16261","R10-M1-N11-J19"
"16270","R10-M1-N11-J24"
"16271","R10-M1-N11-J31"
"16280","R11-M1-N09-J24"
"16281","R11-M1-N09-J31"
"16290","R11-M1-N09-J20"
"16291","R11-M1-N09-J19"
"162A0","R11-M1-N11-J20"
"162A1","R11-M1-N11-J19"
"162B0","R11-M1-N11-J24"
"162B1","R11-M1-N11-J31"
"162C0","R11-M0-N09-J24"
"162C1","R11-M0-N09-J31"
"162D0","R11-M0-N09-J20"
"162D1","R11-M0-N09-J19"
"162E0","R11-M0-N11-J20"
"162E1","R11-M0-N11-J19"
"162F0","R11-M0-N11-J24"
"162F1","R11-M0-N11-J31"
"16300","R10-M0-N09-J25"
"16301","R10-M0-N09-J30"
"16310","R10-M0-N09-J21"
"16311","R10-M0-N09-J18"
"16320","R10-M0-N11-J21"
"16321","R10-M0-N11-J18"
"16330","R10-M0-N11-J25"
"16331","R10-M0-N11-J30"
"16340","R10-M1-N09-J25"
"16341","R10-M1-N09-J30"
"16350","R10-M1-N09-J21"
"16351","R10-M1-N09-J18"
"16360","R10-M1-N11-J21"
"16361","R10-M1-N11-J18"
"16370","R10-M1-N11-J25"
"16371","R10-M1-N11-J30"
"16380","R11-M1-N09-J25"
"16381","R11-M1-N09-J30"
"16390","R11-M1-N09-J21"
"16391","R11-M1-N09-J18"
"163A0","R11-M1-N11-J21"
"163A1","R11-M1-N11-J18"
"163B0","R11-M1-N11-J25"
"163B1","R11-M1-N11-J30"
"163C0","R11-M0-N09-J25"
"163C1","R11-M0-N09-J30"
"163D0","R11-M0-N09-J21"
"163D1","R11-M0-N09-J18"
"163E0","R11-M0-N11-J21"
"163E1","R11-M0-N11-J18"
"163F0","R11-M0-N11-J25"
"163F1","R11-M0-N11-J30"
"16400","R14-M0-N08-J25"
"16401","R14-M0-N08-J30"
"16410","R14-M0-N08-J21"
"16411","R14-M0-N08-J18"
"16420","R14-M0-N10-J21"
"16421","R14-M0-N10-J18"
"16430","R14-M0-N10-J25"
"16431","R14-M0-N10-J30"
"16440","R14-M1-N08-J25"
"16441","R14-M1-N08-J30"
"16450","R14-M1-N08-J21"
"16451","R14-M1-N08-J18"
"16460","R14-M1-N10-J21"
"16461","R14-M1-N10-J18"
"16470","R14-M1-N10-J25"
"16471","R14-M1-N10-J30"
"16480","R15-M1-N08-J25"
"16481","R15-M1-N08-J30"
"16490","R15-M1-N08-J21"
"16491","R15-M1-N08-J18"
"164A0","R15-M1-N10-J21"
"164A1","R15-M1-N10-J18"
"164B0","R15-M1-N10-J25"
"164B1","R15-M1-N10-J30"
"164C0","R15-M0-N08-J25"
"164C1","R15-M0-N08-J30"
"164D0","R15-M0-N08-J21"
"164D1","R15-M0-N08-J18"
"164E0","R15-M0-N10-J21"
"164E1","R15-M0-N10-J18"
"164F0","R15-M0-N10-J25"
"164F1","R15-M0-N10-J30"
"16500","R14-M0-N08-J24"
"16501","R14-M0-N08-J31"
"16510","R14-M0-N08-J20"
"16511","R14-M0-N08-J19"
"16520","R14-M0-N10-J20"
"16521","R14-M0-N10-J19"
"16530","R14-M0-N10-J24"
"16531","R14-M0-N10-J31"
"16540","R14-M1-N08-J24"
"16541","R14-M1-N08-J31"
"16550","R14-M1-N08-J20"
"16551","R14-M1-N08-J19"
"16560","R14-M1-N10-J20"
"16561","R14-M1-N10-J19"
"16570","R14-M1-N10-J24"
"16571","R14-M1-N10-J31"
"16580","R15-M1-N08-J24"
"16581","R15-M1-N08-J31"
"16590","R15-M1-N08-J20"
"16591","R15-M1-N08-J19"
"165A0","R15-M1-N10-J20"
"165A1","R15-M1-N10-J19"
"165B0","R15-M1-N10-J24"
"165B1","R15-M1-N10-J31"
"165C0","R15-M0-N08-J24"
"165C1","R15-M0-N08-J31"
"165D0","R15-M0-N08-J20"
"165D1","R15-M0-N08-J19"
"165E0","R15-M0-N10-J20"
"165E1","R15-M0-N10-J19"
"165F0","R15-M0-N10-J24"
"165F1","R15-M0-N10-J31"
"16600","R14-M0-N09-J24"
"16601","R14-M0-N09-J31"
"16610","R14-M0-N09-J20"
"16611","R14-M0-N09-J19"
"16620","R14-M0-N11-J20"
"16621","R14-M0-N11-J19"
"16630","R14-M0-N11-J24"
"16631","R14-M0-N11-J31"
"16640","R14-M1-N09-J24"
"16641","R14-M1-N09-J31"
"16650","R14-M1-N09-J20"
"16651","R14-M1-N09-J19"
"16660","R14-M1-N11-J20"
"16661","R14-M1-N11-J19"
"16670","R14-M1-N11-J24"
"16671","R14-M1-N11-J31"
"16680","R15-M1-N09-J24"
"16681","R15-M1-N09-J31"
"16690","R15-M1-N09-J20"
"16691","R15-M1-N09-J19"
"166A0","R15-M1-N11-J20"
"166A1","R15-M1-N11-J19"
"166B0","R15-M1-N11-J24"
"166B1","R15-M1-N11-J31"
"166C0","R15-M0-N09-J24"
"166C1","R15-M0-N09-J31"
"166D0","R15-M0-N09-J20"
"166D1","R15-M0-N09-J19"
"166E0","R15-M0-N11-J20"
"166E1","R15-M0-N11-J19"
"166F0","R15-M0-N11-J24"
"166F1","R15-M0-N11-J31"
"16700","R14-M0-N09-J25"
"16701","R14-M0-N09-J30"
"16710","R14-M0-N09-J21"
"16711","R14-M0-N09-J18"
"16720","R14-M0-N11-J21"
"16721","R14-M0-N11-J18"
"16730","R14-M0-N11-J25"
"16731","R14-M0-N11-J30"
"16740","R14-M1-N09-J25"
"16741","R14-M1-N09-J30"
"16750","R14-M1-N09-J21"
"16751","R14-M1-N09-J18"
"16760","R14-M1-N11-J21"
"16761","R14-M1-N11-J18"
"16770","R14-M1-N11-J25"
"16771","R14-M1-N11-J30"
"16780","R15-M1-N09-J25"
"16781","R15-M1-N09-J30"
"16790","R15-M1-N09-J21"
"16791","R15-M1-N09-J18"
"167A0","R15-M1-N11-J21"
"167A1","R15-M1-N11-J18"
"167B0","R15-M1-N11-J25"
"167B1","R15-M1-N11-J30"
"167C0","R15-M0-N09-J25"
"167C1","R15-M0-N09-J30"
"167D0","R15-M0-N09-J21"
"167D1","R15-M0-N09-J18"
"167E0","R15-M0-N11-J21"
"167E1","R15-M0-N11-J18"
"167F0","R15-M0-N11-J25"
"167F1","R15-M0-N11-J30"
"16800","R16-M0-N08-J25"
"16801","R16-M0-N08-J30"
"16810","R16-M0-N08-J21"
